timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1503817309533,611, 1/ username- 1 192.168.190.6 TestingWorld  2017-08-27T12:31:50+05,200,OK,Thread Group 1-1,text,true,,4112,400,1,1,589,0,235
1503817310186,365,34 / username-1 192.168.190.6 TestingWorld  2017-08-27T12:31:50+05,200,OK,Thread Group 1-1,text,true,,4108,446,1,1,365,0,0
1503817310719,416, 1/ username- 2 192.168.190.6 TestingWorld  2017-08-27T12:31:51+05,200,OK,Thread Group 1-2,text,true,,4108,400,2,2,416,0,64
1503817311139,406,34 / username-2 192.168.190.6 TestingWorld  2017-08-27T12:31:51+05,200,OK,Thread Group 1-2,text,true,,4108,448,2,2,406,0,0
1503817310556,1163,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-1,text,true,,5491,0,2,2,1163,0,0
1503817311546,688,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-2,text,true,,5491,0,2,2,688,0,0
1503817311781,486, 1/ username- 3 192.168.190.6 TestingWorld  2017-08-27T12:31:52+05,200,OK,Thread Group 1-3,text,true,,4108,400,1,1,485,0,62
1503817312268,340,34 / username-3 192.168.190.6 TestingWorld  2017-08-27T12:31:52+05,200,OK,Thread Group 1-3,text,true,,4108,448,1,1,339,0,0
1503817312609,297,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-3,text,true,,5491,0,2,2,297,0,0
1503817312742,380, 1/ username- 4 192.168.190.6 TestingWorld  2017-08-27T12:31:53+05,200,OK,Thread Group 1-4,text,true,,4108,400,1,1,379,0,57
1503817313123,408,34 / username-4 192.168.190.6 TestingWorld  2017-08-27T12:31:53+05,200,OK,Thread Group 1-4,text,true,,4108,446,1,1,408,0,0
1503817313534,290,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-4,text,true,,5491,0,2,2,290,0,0
1503817313747,497, 1/ username- 5 192.168.190.6 TestingWorld  2017-08-27T12:31:54+05,200,OK,Thread Group 1-5,text,true,,4108,400,1,1,497,0,61
1503817314245,322,34 / username-5 192.168.190.6 TestingWorld  2017-08-27T12:31:54+05,200,OK,Thread Group 1-5,text,true,,4108,448,1,1,321,0,0
1503817314568,293,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-5,text,true,,5491,0,2,2,293,0,0
1503817314753,404, 1/ username- 6 192.168.190.6 TestingWorld  2017-08-27T12:31:55+05,200,OK,Thread Group 1-6,text,true,,4108,400,1,1,404,0,62
1503817315159,382,34 / username-6 192.168.190.6 TestingWorld  2017-08-27T12:31:55+05,200,OK,Thread Group 1-6,text,true,,4108,448,1,1,381,0,0
1503817315542,290,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-6,text,true,,5491,0,2,2,290,0,0
1503817315772,401, 1/ username- 7 192.168.190.6 TestingWorld  2017-08-27T12:31:56+05,200,OK,Thread Group 1-7,text,true,,4108,400,1,1,401,0,61
1503817316175,332,34 / username-7 192.168.190.6 TestingWorld  2017-08-27T12:31:56+05,200,OK,Thread Group 1-7,text,true,,4108,446,1,1,331,0,0
1503817316508,293,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-7,text,true,,5491,0,2,2,293,0,0
1503817316757,481, 1/ username- 8 192.168.190.6 TestingWorld  2017-08-27T12:31:57+05,200,OK,Thread Group 1-8,text,true,,4108,400,1,1,477,0,71
1503817317239,398,34 / username-8 192.168.190.6 TestingWorld  2017-08-27T12:31:57+05,200,OK,Thread Group 1-8,text,true,,4108,448,1,1,392,0,0
1503817317639,298,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-8,text,true,,5491,0,2,2,298,0,0
1503817317773,458, 1/ username- 9 192.168.190.6 TestingWorld  2017-08-27T12:31:58+05,200,OK,Thread Group 1-9,text,true,,4108,400,1,1,458,0,59
1503817318233,341,34 / username-9 192.168.190.6 TestingWorld  2017-08-27T12:31:58+05,200,OK,Thread Group 1-9,text,true,,4108,448,1,1,340,0,0
1503817318575,291,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-9,text,true,,5491,0,2,2,291,0,0
1503817318773,473, 1/ username- 10 192.168.190.6 TestingWorld  2017-08-27T12:31:59+05,200,OK,Thread Group 1-10,text,true,,4108,400,1,1,473,0,62
1503817319248,389,34 / username-10 192.168.190.6 TestingWorld  2017-08-27T12:31:59+05,200,OK,Thread Group 1-10,text,true,,4108,446,1,1,389,0,0
1503817319639,293,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-10,text,true,,5491,0,2,2,293,0,0
1503817319811,431, 1/ username- 11 192.168.190.6 TestingWorld  2017-08-27T12:32:00+05,200,OK,Thread Group 1-11,text,true,,4112,400,1,1,430,0,59
1503817320244,353,34 / username-11 192.168.190.6 TestingWorld  2017-08-27T12:32:00+05,200,OK,Thread Group 1-11,text,true,,4108,448,1,1,352,0,0
1503817320598,290,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-11,text,true,,5491,0,2,2,290,0,0
1503817320789,396, 1/ username- 12 192.168.190.6 TestingWorld  2017-08-27T12:32:01+05,200,OK,Thread Group 1-12,text,true,,4108,400,1,1,395,0,58
1503817321186,353,34 / username-12 192.168.190.6 TestingWorld  2017-08-27T12:32:01+05,200,OK,Thread Group 1-12,text,true,,4108,448,1,1,351,0,0
1503817321540,291,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-12,text,true,,5491,0,2,2,291,0,0
1503817321798,434, 1/ username- 13 192.168.190.6 TestingWorld  2017-08-27T12:32:02+05,200,OK,Thread Group 1-13,text,true,,4108,400,1,1,434,0,58
1503817322234,313,34 / username-13 192.168.190.6 TestingWorld  2017-08-27T12:32:02+05,200,OK,Thread Group 1-13,text,true,,4108,446,1,1,312,0,0
1503817322548,292,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-13,text,true,,5491,0,2,2,292,0,0
1503817322799,440, 1/ username- 14 192.168.190.6 TestingWorld  2017-08-27T12:32:03+05,200,OK,Thread Group 1-14,text,true,,4108,400,1,1,439,0,62
1503817323240,414,34 / username-14 192.168.190.6 TestingWorld  2017-08-27T12:32:03+05,200,OK,Thread Group 1-14,text,true,,4108,448,1,1,414,0,0
1503817323655,301,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-14,text,true,,5491,0,2,2,301,0,0
1503817323815,532, 1/ username- 15 192.168.190.6 TestingWorld  2017-08-27T12:32:04+05,200,OK,Thread Group 1-15,text,true,,4108,400,1,1,518,0,72
1503817324349,330,34 / username-15 192.168.190.6 TestingWorld  2017-08-27T12:32:04+05,200,OK,Thread Group 1-15,text,true,,4108,448,1,1,330,0,0
1503817324680,293,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-15,text,true,,5491,0,1,1,293,0,0
1503817324984,395, 1/ username- 16 192.168.190.6 TestingWorld  2017-08-27T12:32:05+05,200,OK,Thread Group 1-16,text,true,,4108,400,1,1,395,0,59
1503817325381,362,34 / username-16 192.168.190.6 TestingWorld  2017-08-27T12:32:05+05,200,OK,Thread Group 1-16,text,true,,4108,446,1,1,361,0,0
1503817325744,317,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-16,text,true,,5491,0,2,2,317,0,0
1503817325992,446, 1/ username- 17 192.168.190.6 TestingWorld  2017-08-27T12:32:06+05,200,OK,Thread Group 1-17,text,true,,4108,400,1,1,446,0,69
1503817326440,412,34 / username-17 192.168.190.6 TestingWorld  2017-08-27T12:32:06+05,200,OK,Thread Group 1-17,text,true,,4108,448,2,2,412,0,0
1503817326853,310,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-17,text,true,,5491,0,2,2,310,0,0
1503817326832,401, 1/ username- 18 192.168.190.6 TestingWorld  2017-08-27T12:32:07+05,200,OK,Thread Group 1-18,text,true,,4108,400,1,1,401,0,61
1503817327235,406,34 / username-18 192.168.190.6 TestingWorld  2017-08-27T12:32:07+05,200,OK,Thread Group 1-18,text,true,,4108,448,1,1,406,0,0
1503817327642,296,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-18,text,true,,5491,0,2,2,296,0,0
1503817327820,426, 1/ username- 19 192.168.190.6 TestingWorld  2017-08-27T12:32:08+05,200,OK,Thread Group 1-19,text,true,,4108,400,1,1,426,0,66
1503817328248,392,34 / username-19 192.168.190.6 TestingWorld  2017-08-27T12:32:08+05,200,OK,Thread Group 1-19,text,true,,4108,446,1,1,392,0,0
1503817328642,297,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-19,text,true,,5491,0,1,1,296,0,0
1503817328982,411, 1/ username- 20 192.168.190.6 TestingWorld  2017-08-27T12:32:09+05,200,OK,Thread Group 1-20,text,true,,4108,400,1,1,411,0,70
1503817329395,327,34 / username-20 192.168.190.6 TestingWorld  2017-08-27T12:32:09+05,200,OK,Thread Group 1-20,text,true,,4108,448,1,1,327,0,0
1503817329724,299,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-20,text,true,,5491,0,2,2,299,0,0
1503817329992,449, 1/ username- 21 192.168.190.6 TestingWorld  2017-08-27T12:32:10+05,200,OK,Thread Group 1-21,text,true,,4112,400,1,1,449,0,76
1503817330442,342,34 / username-21 192.168.190.6 TestingWorld  2017-08-27T12:32:10+05,200,OK,Thread Group 1-21,text,true,,4108,448,1,1,342,0,0
1503817330786,299,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-21,text,true,,5491,0,2,2,299,0,0
1503817330837,408, 1/ username- 22 192.168.190.6 TestingWorld  2017-08-27T12:32:11+05,200,OK,Thread Group 1-22,text,true,,4108,400,1,1,407,0,62
1503817331246,387,34 / username-22 192.168.190.6 TestingWorld  2017-08-27T12:32:11+05,200,OK,Thread Group 1-22,text,true,,4108,446,1,1,387,0,0
1503817331634,295,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-22,text,true,,5491,0,2,2,295,0,0
1503817331822,453, 1/ username- 23 192.168.190.6 TestingWorld  2017-08-27T12:32:12+05,200,OK,Thread Group 1-23,text,true,,4108,400,1,1,453,0,76
1503817332305,355,34 / username-23 192.168.190.6 TestingWorld  2017-08-27T12:32:12+05,200,OK,Thread Group 1-23,text,true,,4108,448,1,1,355,0,0
1503817332662,291,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-23,text,true,,5491,0,1,1,291,0,0
1503817332982,421, 1/ username- 24 192.168.190.6 TestingWorld  2017-08-27T12:32:13+05,200,OK,Thread Group 1-24,text,true,,4108,400,1,1,420,0,70
1503817333404,332,34 / username-24 192.168.190.6 TestingWorld  2017-08-27T12:32:13+05,200,OK,Thread Group 1-24,text,true,,4108,448,1,1,331,0,0
1503817333737,304,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-24,text,true,,5491,0,2,2,304,0,0
1503817333994,393, 1/ username- 25 192.168.190.6 TestingWorld  2017-08-27T12:32:14+05,200,OK,Thread Group 1-25,text,true,,4108,400,1,1,393,0,73
1503817334392,343,34 / username-25 192.168.190.6 TestingWorld  2017-08-27T12:32:14+05,200,OK,Thread Group 1-25,text,true,,4108,446,1,1,343,0,0
1503817334736,314,http://www.vedamtech.com/index.html,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-25,text,false,,2701,0,2,2,0,0,0
1503817334832,212, 1/ username- 26 192.168.190.6 TestingWorld  2017-08-27T12:32:15+05,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-26,text,false,,2748,0,2,2,0,0,71
1503817346659,449, 1/ username- 1 192.168.190.6 TestingWorld  2017-08-27T12:32:27+05,200,OK,Thread Group 1-1,text,true,,4112,400,1,1,449,0,88
1503817347110,415,34 / username-1 192.168.190.6 TestingWorld  2017-08-27T12:32:27+05,200,OK,Thread Group 1-1,text,true,,4108,446,1,1,415,0,0
1503817347612,388, 1/ username- 2 192.168.190.6 TestingWorld  2017-08-27T12:32:28+05,200,OK,Thread Group 1-2,text,true,,4108,400,2,2,388,0,63
1503817347526,619,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-1,text,true,,5491,0,2,2,618,0,0
1503817348002,436,34 / username-2 192.168.190.6 TestingWorld  2017-08-27T12:32:28+05,200,OK,Thread Group 1-2,text,true,,4108,448,1,1,435,0,0
1503817348439,300,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-2,text,true,,5491,0,2,2,300,0,0
1503817348612,418, 1/ username- 3 192.168.190.6 TestingWorld  2017-08-27T12:32:29+05,200,OK,Thread Group 1-3,text,true,,4108,400,1,1,418,0,90
1503817349032,335,34 / username-3 192.168.190.6 TestingWorld  2017-08-27T12:32:29+05,200,OK,Thread Group 1-3,text,true,,4108,448,1,1,334,0,0
1503817349369,299,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-3,text,true,,5491,0,2,2,299,0,0
1503817349613,417, 1/ username- 4 192.168.190.6 TestingWorld  2017-08-27T12:32:30+05,200,OK,Thread Group 1-4,text,true,,4108,400,1,1,417,0,73
1503817350031,352,34 / username-4 192.168.190.6 TestingWorld  2017-08-27T12:32:30+05,200,OK,Thread Group 1-4,text,true,,4108,446,1,1,351,0,0
1503817350384,298,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-4,text,true,,5491,0,2,2,298,0,0
1503817350647,403, 1/ username- 5 192.168.190.6 TestingWorld  2017-08-27T12:32:31+05,200,OK,Thread Group 1-5,text,true,,4108,400,1,1,402,0,64
1503817351051,386,34 / username-5 192.168.190.6 TestingWorld  2017-08-27T12:32:31+05,200,OK,Thread Group 1-5,text,true,,4108,448,1,1,385,0,0
1503817351438,305,http://www.vedamtech.com/index.html,200,OK,Thread Group 1-5,text,true,,5491,0,2,2,305,0,0
1503817351651,480, 1/ username- 6 192.168.190.6 TestingWorld  2017-08-27T12:32:32+05,200,OK,Thread Group 1-6,text,true,,4108,400,1,1,480,0,71
1503817352132,348,34 / username-6 192.168.190.6 TestingWorld  2017-08-27T12:32:32+05,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-6,text,false,,2748,0,1,1,0,0,0
